name_FFB,id_FFB,name_IPNI,id_IPNI,family,genus,species,rank,reference,publication,publicationYear,distribution,bhlLink,remarks,url,citationType,source,doi
Alatococcus siqueirae,128957,Alatococcus siqueirae,77117838-1,Sapindaceae,Alatococcus,siqueirae,spec.,PhytoKeys 10: 2 (-5; fig. 1). 2012 [9 Mar 2012] [epublished],PhytoKeys,2012,"Espírito Santo (Brazil Southeast, Brazil, Southern America)",NA,doi:10.3897/phytokeys.10.2718 Named after Geovani Siqueira. [epublished],www.ipni.org/n/77117838-1,tax_nov,IPNI,https://doi.org/10.3897/phytokeys.10.2718
Allophylastrum frutescens,128954,Allophylastrum frutescens,77112774-1,Sapindaceae,Allophylastrum,frutescens,spec.,PhytoKeys 5: 40 (-43; figs. 1-2). 2011 [28 Jul 2011] ,PhytoKeys,2011,"Roraima (Brazil North, Brazil, Southern America);Guyana (Northern South America, Southern America);",NA,doi:10.3897/phytokeys.5.1684 Effectively published one day later than the other names published in PhytoKeys Issue 5.,www.ipni.org/n/77112774-1,tax_nov,IPNI,https://doi.org/10.3897/phytokeys.5.1684
Allophylus chrysoneurus,286101,Allophylus chrysoneurus,9124-2,Sapindaceae,Allophylus,chrysoneurus,spec.,Fl. Bras. (Martius) 13(3): 479. 1900 [1 Apr 1900] ,Fl. Bras. (Martius),1900,Brazil (Southern America),http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/142639&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,www.ipni.org/n/9124-2,tax_nov,IPNI,NA
Allophylus divaricatus,24685,Allophylus divaricatus,9138-2,Sapindaceae,Allophylus,divaricatus,spec.,Fl. Bras. (Martius) 13(3): 493. 1900 [1 Apr 1900] ,Fl. Bras. (Martius),1900,"Brazil, Peru",http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/142646&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,www.ipni.org/n/9138-2,tax_nov,IPNI,NA
Allophylus exappendiculatus,284134,Allophylus exappendiculatus,77135910-1,Sapindaceae,Allophylus,exappendiculatus,spec.,Ann. Bot. Fenn. 50(6): 402. 2013 [25 Oct 2013] [epublished],Ann. Bot. Fenn.,2013,"Rio de Janeiro (Brazil Southeast, Brazil, Southern America)",NA,doi:10.5735/085.050.0606,www.ipni.org/n/77135910-1,tax_nov,IPNI,https://doi.org/10.5735/085.050.0606
Allophylus leucoclados,111555,Allophylus leucoclados,9161-2,Sapindaceae,Allophylus,leucoclados,spec.,Fl. Bras. (Martius) 13(3): 473. 1900 [1 Apr 1900] ,Fl. Bras. (Martius),1900,Brazil (Southern America),http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/142636&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,www.ipni.org/n/9161-2,tax_nov,IPNI,NA
Allophylus leucophloeus,111586,Allophylus leucophloeus,9162-2,Sapindaceae,Allophylus,leucophloeus,spec.,Fl. Bras. (Martius) 13(3): 478. 1900 [1 Apr 1900] ,Fl. Bras. (Martius),1900,Brazil (Southern America),http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/142638&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,www.ipni.org/n/9162-2,tax_nov,IPNI,NA
Allophylus melanophloeus,111588,Allophylus melanophloeus,9166-2,Sapindaceae,Allophylus,melanophloeus,spec.,Fl. Bras. (Martius) 13(3): 478. 1900 [1 Apr 1900] ,Fl. Bras. (Martius),1900,Brazil (Southern America),http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/142638&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,www.ipni.org/n/9166-2,tax_nov,IPNI,NA
Allophylus membranifolius,111589,Allophylus membranifolius,9167-2,Sapindaceae,Allophylus,membranifolius,spec.,Fl. Bras. (Martius) 13(3): 492. 1900 [1 Apr 1900] ,Fl. Bras. (Martius),1900,Brazil (Southern America),http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/142645&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,www.ipni.org/n/9167-2,tax_nov,IPNI,NA
Allophylus petiolulatus,20875,Allophylus petiolulatus,9180-2,Sapindaceae,Allophylus,petiolulatus,spec.,Abh. Königl. Ges. Wiss. Göttingen 16: 181. 1886 ,Abh. Königl. Ges. Wiss. Göttingen,1886,"Santa Catarina (Brazil, Southern America)",http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1886&rft.spage=181&rft.volume=16&rft_id=http://www.biodiversitylibrary.org/bibliography/51047&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,www.ipni.org/n/9180-2,tax_nov,IPNI,NA
Allophylus strictus,24694,Allophylus strictus,9195-2,Sapindaceae,Allophylus,strictus,spec.,"Nat. Pflanzenfam. [Engler & Prantl] 3, Abt. 5: 312, fig. 162. 1895 ",Nat. Pflanzenfam. [Engler & Prantl],1895,Brazil (Southern America),NA,NA,www.ipni.org/n/9195-2,tax_nov,IPNI,NA
Averrhoidium dalyi,24695,Averrhoidium dalyi,324174-2,Sapindaceae,Averrhoidium,dalyi,spec.,Brittonia 54(2): 112 (-115; fig. 1). 2002 [25 Jul 2002] ,Brittonia,2002,"MUn. Cruzeiro do Sul, Reserva Extrativista do Alto Juruá, Rio Juruá, Seringal Sao Joao, Colocao, Tapaúna, moist terra firme forest on tertiary sediments, terrain hilly, dissected by deep na, Acre (Brazil, Southern America)",NA,NA,www.ipni.org/n/324174-2,tax_nov,IPNI,NA
Cardiospermum bahianum,128968,Cardiospermum bahianum,77121262-1,Sapindaceae,Cardiospermum,bahianum,spec.,Syst. Bot. 36(4): 950. 2011 [14 Nov 2011] ,Syst. Bot.,2011,"Bahia (Brazil Northeast, Brazil, Southern America)",NA,doi:10.1600/036364411X604967,www.ipni.org/n/77121262-1,tax_nov,IPNI,https://doi.org/10.1600/036364411X604967
Cardiospermum cristobaliae,287447,Cardiospermum cristobaliae,77119070-1,Sapindaceae,Cardiospermum,cristobaliae,spec.,Brittonia 63(4): 479 (figs. 1-4). 2011 [1 Dec 2011] ,Brittonia,2011,"Minas Gerais (Brazil, Southern America)",NA,"Etimología: Esta especie está dedicada a la Dra. Carmen Lelia Cristóbal, especialista en la familia Malvaceae y reconocida botánica argentina, directora de la tesis doctoral de la primera autora. doi:10.1007/s12228-011-9203-3",www.ipni.org/n/77119070-1,tax_nov,IPNI,https://doi.org/10.1007/s12228-011-9203-3
Cardiospermum heringeri,79698,Cardiospermum heringeri,305446-2,Sapindaceae,Cardiospermum,heringeri,spec.,"Bonplandia (Corrientes) 6: 246, fig. 1. 1993 ",Bonplandia (Corrientes),1993,"Minas Gerais (Brazil, Southern America)",NA,NA,www.ipni.org/n/305446-2,tax_nov,IPNI,NA
Cardiospermum oliveirae,20887,Cardiospermum oliveirae,274030-2,Sapindaceae,Cardiospermum,oliveirae,spec.,"Bol. Soc. Argent. Bot. 24: 116 (-118), fig. 1985 ",Bol. Soc. Argent. Bot.,1985,Brazil (Southern America),NA,NA,www.ipni.org/n/274030-2,tax_nov,IPNI,NA
Cupania concolor,32708,Cupania concolor,72239-2,Sapindaceae,Cupania,concolor,spec.,Fl. Bras. (Martius) 13(3): 587. 1900 [1 Apr 1900] ,Fl. Bras. (Martius),1900,Brazil (Southern America),http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/142693&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,www.ipni.org/n/72239-2,tax_nov,IPNI,NA
